"REF_DATE","GEO","DGUID","Field of study","Program type","Credential type","Institution type","Registration status","Status of student in Canada","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022/2023","York University, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612631764","143.226.1.1.1.1.2.4","12","","","","0"
"2022/2023","York University, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612631766","143.226.1.1.1.1.3.2","96","","","","0"
"2022/2023","York University, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612631767","143.226.1.1.1.1.3.3","84","","","","0"
"2022/2023","York University, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612631768","143.226.1.1.1.1.3.4","3","","","","0"
"2022/2023","York University, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612635910","143.278.1.1.1.1.2.2","1440","","","","0"
"2022/2023","York University, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612635911","143.278.1.1.1.1.2.3","1557","","","","0"
"2022/2023","York University, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612635912","143.278.1.1.1.1.2.4","30","","","","0"
"2022/2023","York University, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612635914","143.278.1.1.1.1.3.2","69","","","","0"
"2022/2023","York University, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612635915","143.278.1.1.1.1.3.3","81","","","","0"
"2022/2023","York University, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612635916","143.278.1.1.1.1.3.4","6","","","","0"
"2022/2023","York University, Ontario","","Philosophy and religious studies [38.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612637318","143.300.1.1.1.1.2.2","132","","","","0"
"2022/2023","York University, Ontario","","Philosophy and religious studies [38.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612637319","143.300.1.1.1.1.2.3","123","","","","0"
"2022/2023","York University, Ontario","","Philosophy and religious studies [38.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612637320","143.300.1.1.1.1.2.4","6","","","","0"
"2022/2023","York University, Ontario","","Philosophy and religious studies [38.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612637322","143.300.1.1.1.1.3.2","12","","","","0"
"2022/2023","York University, Ontario","","Philosophy and religious studies [38.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612637323","143.300.1.1.1.1.3.3","9","","","","0"
"2022/2023","York University, Ontario","","Physical sciences [40.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612639462","143.314.1.1.1.1.2.2","378","","","","0"
"2022/2023","York University, Ontario","","Physical sciences [40.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612639463","143.314.1.1.1.1.2.3","213","","","","0"
"2022/2023","York University, Ontario","","Physical sciences [40.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612639464","143.314.1.1.1.1.2.4","18","","","","0"
"2022/2023","York University, Ontario","","Physical sciences [40.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612639466","143.314.1.1.1.1.3.2","93","","","","0"
"2022/2023","York University, Ontario","","Physical sciences [40.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612639467","143.314.1.1.1.1.3.3","69","","","","0"
"2022/2023","York University, Ontario","","Physical sciences [40.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612639468","143.314.1.1.1.1.3.4","6","","","","0"
"2022/2023","York University, Ontario","","Science technologies/technicians [41.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612642616","143.324.1.1.1.1.3.3","0","","","","0"
"2022/2023","York University, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612642746","143.330.1.1.1.1.2.2","1113","","","","0"
"2022/2023","York University, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612642747","143.330.1.1.1.1.2.3","3450","","","","0"
"2022/2023","York University, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612642748","143.330.1.1.1.1.2.4","102","","","","0"
"2022/2023","York University, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612642750","143.330.1.1.1.1.3.2","117","","","","0"
"2022/2023","York University, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612642751","143.330.1.1.1.1.3.3","390","","","","0"
"2022/2023","York University, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612642752","143.330.1.1.1.1.3.4","21","","","","0"
"2022/2023","York University, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612644086","143.335.1.1.1.1.2.2","84","","","","0"
"2022/2023","York University, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612644087","143.335.1.1.1.1.2.3","54","","","","0"
"2022/2023","York University, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612644088","143.335.1.1.1.1.2.4","3","","","","0"
"2022/2023","York University, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612644090","143.335.1.1.1.1.3.2","3","","","","0"
"2022/2023","York University, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612644091","143.335.1.1.1.1.3.3","9","","","","0"
"2022/2023","York University, Ontario","","Public administration and social service professions [44.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612645286","143.341.1.1.1.1.2.2","159","","","","0"
"2022/2023","York University, Ontario","","Public administration and social service professions [44.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612645287","143.341.1.1.1.1.2.3","693","","","","0"
"2022/2023","York University, Ontario","","Public administration and social service professions [44.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612645288","143.341.1.1.1.1.2.4","27","","","","0"
"2022/2023","York University, Ontario","","Public administration and social service professions [44.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612645290","143.341.1.1.1.1.3.2","6","","","","0"
"2022/2023","York University, Ontario","","Public administration and social service professions [44.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612645291","143.341.1.1.1.1.3.3","15","","","","0"
"2022/2023","York University, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612647358","143.348.1.1.1.1.2.2","1845","","","","0"
"2022/2023","York University, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612647359","143.348.1.1.1.1.2.3","2790","","","","0"
"2022/2023","York University, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612647360","143.348.1.1.1.1.2.4","102","","","","0"
"2022/2023","York University, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612647362","143.348.1.1.1.1.3.2","612","","","","0"
"2022/2023","York University, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612647363","143.348.1.1.1.1.3.3","531","","","","0"
"2022/2023","York University, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612647364","143.348.1.1.1.1.3.4","36","","","","0"
"2022/2023","York University, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612653758","143.392.1.1.1.1.2.2","780","","","","0"
"2022/2023","York University, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612653759","143.392.1.1.1.1.2.3","1335","","","","0"
"2022/2023","York University, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612653760","143.392.1.1.1.1.2.4","54","","","","0"
"2022/2023","York University, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612653762","143.392.1.1.1.1.3.2","141","","","","0"
"2022/2023","York University, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612653763","143.392.1.1.1.1.3.3","201","","","","0"
"2022/2023","York University, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612653764","143.392.1.1.1.1.3.4","12","","","","0"
"2022/2023","York University, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612658458","143.404.1.1.1.1.2.2","429","","","","0"
"2022/2023","York University, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612658459","143.404.1.1.1.1.2.3","2055","","","","0"
"2022/2023","York University, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612658460","143.404.1.1.1.1.2.4","30","","","","0"
"2022/2023","York University, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612658462","143.404.1.1.1.1.3.2","36","","","","0"
"2022/2023","York University, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612658463","143.404.1.1.1.1.3.3","111","","","","0"
"2022/2023","York University, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612658464","143.404.1.1.1.1.3.4","3","","","","0"
"2022/2023","York University, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612661138","143.436.1.1.1.1.2.2","3951","","","","0"
"2022/2023","York University, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612661139","143.436.1.1.1.1.2.3","3090","","","","0"
"2022/2023","York University, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612661140","143.436.1.1.1.1.2.4","78","","","","0"
"2022/2023","York University, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612661142","143.436.1.1.1.1.3.2","1998","","","","0"
"2022/2023","York University, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612661143","143.436.1.1.1.1.3.3","1467","","","","0"
"2022/2023","York University, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612661144","143.436.1.1.1.1.3.4","75","","","","0"
"2022/2023","York University, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612666230","143.462.1.1.1.1.2.2","294","","","","0"
"2022/2023","York University, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612666231","143.462.1.1.1.1.2.3","216","","","","0"
"2022/2023","York University, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612666232","143.462.1.1.1.1.2.4","9","","","","0"
"2022/2023","York University, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612666234","143.462.1.1.1.1.3.2","18","","","","0"
"2022/2023","York University, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612666235","143.462.1.1.1.1.3.3","9","","","","0"
"2022/2023","York University, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612666236","143.462.1.1.1.1.3.4","0","","","","0"
"2022/2023","York University, Ontario","","French language and literature/letters (CAN) [55.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612667618","143.464.1.1.1.1.2.2","69","","","","0"
"2022/2023","York University, Ontario","","French language and literature/letters (CAN) [55.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612667619","143.464.1.1.1.1.2.3","357","","","","0"
"2022/2023","York University, Ontario","","French language and literature/letters (CAN) [55.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612667620","143.464.1.1.1.1.2.4","6","","","","0"
"2022/2023","York University, Ontario","","French language and literature/letters (CAN) [55.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612667623","143.464.1.1.1.1.3.3","3","","","","0"
"2022/2023","OCAD University, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612669728","144.29.1.1.1.1.2.2","135","","","","0"
"2022/2023","OCAD University, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612669729","144.29.1.1.1.1.2.3","357","","","","0"
"2022/2023","OCAD University, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612669730","144.29.1.1.1.1.2.4","24","","","","0"
"2022/2023","OCAD University, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612669732","144.29.1.1.1.1.3.2","60","","","","0"
"2022/2023","OCAD University, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612669733","144.29.1.1.1.1.3.3","114","","","","0"
"2022/2023","OCAD University, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612669734","144.29.1.1.1.1.3.4","6","","","","0"
"2022/2023","OCAD University, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612670608","144.189.1.1.1.1.2.2","27","","","","0"
"2022/2023","OCAD University, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612670609","144.189.1.1.1.1.2.3","69","","","","0"
"2022/2023","OCAD University, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612670610","144.189.1.1.1.1.2.4","24","","","","0"
"2022/2023","OCAD University, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612670612","144.189.1.1.1.1.3.2","3","","","","0"
"2022/2023","OCAD University, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612670613","144.189.1.1.1.1.3.3","3","","","","0"
"2022/2023","OCAD University, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612670614","144.189.1.1.1.1.3.4","0","","","","0"
"2022/2023","OCAD University, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612671712","144.226.1.1.1.1.2.2","30","","","","0"
"2022/2023","OCAD University, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612671713","144.226.1.1.1.1.2.3","75","","","","0"
"2022/2023","OCAD University, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612671714","144.226.1.1.1.1.2.4","3","","","","0"
"2022/2023","OCAD University, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612671716","144.226.1.1.1.1.3.2","9","","","","0"
"2022/2023","OCAD University, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612671717","144.226.1.1.1.1.3.3","24","","","","0"
"2022/2023","OCAD University, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612672750","144.392.1.1.1.1.2.2","765","","","","0"
"2022/2023","OCAD University, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612672751","144.392.1.1.1.1.2.3","1917","","","","0"
"2022/2023","OCAD University, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612672752","144.392.1.1.1.1.2.4","243","","","","0"
"2022/2023","OCAD University, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612672754","144.392.1.1.1.1.3.2","312","","","","0"
"2022/2023","OCAD University, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612672755","144.392.1.1.1.1.3.3","768","","","","0"
"2022/2023","OCAD University, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612672756","144.392.1.1.1.1.3.4","66","","","","0"
"2022/2023","OCAD University, Ontario","","Unclassified, field of study","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612676316","144.506.1.1.1.1.2.2","3","","","","0"
"2022/2023","OCAD University, Ontario","","Unclassified, field of study","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612676317","144.506.1.1.1.1.2.3","3","","","","0"
"2022/2023","OCAD University, Ontario","","Unclassified, field of study","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612676318","144.506.1.1.1.1.2.4","0","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613123488","156.29.1.1.1.1.2.2","234","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613123489","156.29.1.1.1.1.2.3","153","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613123490","156.29.1.1.1.1.2.4","3","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613123492","156.29.1.1.1.1.3.2","93","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613123493","156.29.1.1.1.1.3.3","81","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Man","Number","223","units","0","v1613123496","156.29.1.1.1.1.4.2","0","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Area, ethnic, cultural, gender, and group studies [05.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613124801","156.39.1.1.1.1.2.3","9","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Area, ethnic, cultural, gender, and group studies [05.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613124805","156.39.1.1.1.1.3.3","3","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613125519","156.43.1.1.1.1.2.2","3","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613125520","156.43.1.1.1.1.2.3","15","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613125522","156.43.1.1.1.1.3.2","0","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613125523","156.43.1.1.1.1.3.3","3","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Communications technologies/technicians and support services [10.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613125872","156.50.1.1.1.1.2.2","33","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Communications technologies/technicians and support services [10.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613125873","156.50.1.1.1.1.2.3","45","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Communications technologies/technicians and support services [10.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613125874","156.50.1.1.1.1.2.4","3","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Communications technologies/technicians and support services [10.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613125876","156.50.1.1.1.1.3.2","18","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Communications technologies/technicians and support services [10.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613125877","156.50.1.1.1.1.3.3","18","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613126872","156.55.1.1.1.1.2.2","315","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613126873","156.55.1.1.1.1.2.3","96","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613126874","156.55.1.1.1.1.2.4","3","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613126876","156.55.1.1.1.1.3.2","348","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613126877","156.55.1.1.1.1.3.3","162","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1613126878","156.55.1.1.1.1.3.4","0","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Man","Number","223","units","0","v1613126880","156.55.1.1.1.1.4.2","3","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Woman","Number","223","units","0","v1613126881","156.55.1.1.1.1.4.3","3","","","","0"
